7 UNARYRULE . _RARE_
1 UNARYRULE PRT _RARE_
653 UNARYRULE WHNP+PRON What
3 UNARYRULE NOUN British
25 UNARYRULE ADP as
6 UNARYRULE NOUN horse
1 UNARYRULE NP+NOUN Washington
7 UNARYRULE NOUN war
3 UNARYRULE ADJ Great
19 UNARYRULE VERB get
2 UNARYRULE ADV about
3 UNARYRULE PRON what
1 UNARYRULE NP+VERB called
1 UNARYRULE DET that
14 UNARYRULE ADJ much
18 UNARYRULE WHNP+DET that
5 UNARYRULE NOUN house
4 UNARYRULE ADV how
6 UNARYRULE ADJ different
42 UNARYRULE NOUN year
4 UNARYRULE NOUN animal
13 UNARYRULE VERB have
5 UNARYRULE ADJ last
6 UNARYRULE NOUN language
1 UNARYRULE NP+NOUN school
1 UNARYRULE NP+NOUN color
3 UNARYRULE . <
12 UNARYRULE WHADVP+ADV when
31 UNARYRULE ADVP+ADV _RARE_
5 UNARYRULE NP+NOUN Earth
1 UNARYRULE VERB mean
7 UNARYRULE NOUN countries
6 UNARYRULE ADJ high
5 UNARYRULE NOUN years
1 UNARYRULE NP+NOUN animal
5 UNARYRULE NOUN William
1 UNARYRULE VP+VERB fear
7 UNARYRULE NOUN point
5 UNARYRULE ADP before
17 UNARYRULE ADP In
2 UNARYRULE NOUN power
1 UNARYRULE VP+VERB write
23 UNARYRULE VP+VERB born
10 UNARYRULE VERB become
5 UNARYRULE NOUN ball
1 UNARYRULE NP+NOUN average
3 UNARYRULE NOUN types
5 UNARYRULE NOUN song
18 UNARYRULE ADJP+ADJ _RARE_
1 UNARYRULE VP+VERB founded
5 UNARYRULE WHNP+PRON what
5 UNARYRULE VP+VERB located
17 UNARYRULE NOUN population
4 UNARYRULE VERB painted
1 UNARYRULE NOUN France
1 UNARYRULE VERB born
9 UNARYRULE PRT+PRT out
156 UNARYRULE PRT <s
62 UNARYRULE ADJ first
3 UNARYRULE NOUN London
1 UNARYRULE NP+NOUN sport
5 UNARYRULE ADJ South
4 UNARYRULE NOUN miles
3 UNARYRULE NP+NOUN miles
1 UNARYRULE ADJ New
1 UNARYRULE PP+ADP as
2 UNARYRULE VP+VERB form
1 UNARYRULE PRT+PRT into
38 UNARYRULE VERB has
6 UNARYRULE NOUN America
7 UNARYRULE ADJ British
5 UNARYRULE NOUN battle
4 UNARYRULE VP+VERB do
9 UNARYRULE ADJ best
5 UNARYRULE NOUN group
9 UNARYRULE NOUN person
118 UNARYRULE . <<
17 UNARYRULE VERB Name
6 UNARYRULE ADJ top
5 UNARYRULE NOUN Mississippi
126 UNARYRULE VERB are
1 UNARYRULE NP+NOUN America
5 UNARYRULE NP+NOUN place
2 UNARYRULE NOUN French
2 UNARYRULE VP+VERB cost
4 UNARYRULE NP+NOUN Texas
8 UNARYRULE NOUN names
2 UNARYRULE WHADVP+ADV how
2 UNARYRULE NOUN mean
8 UNARYRULE ADP that
78 UNARYRULE ADP for
8 UNARYRULE NOUN colors
11 UNARYRULE NOUN word
4 UNARYRULE NOUN sport
64 UNARYRULE . , 
33 UNARYRULE NP+PRON I
9 UNARYRULE ADJ highest
16 UNARYRULE ADJ largest
2 UNARYRULE NP+NOUN President
154 UNARYRULE VERB did
2 UNARYRULE NP+NOUN types
1 UNARYRULE VP+VERB be
5 UNARYRULE ADJ common
1 UNARYRULE S+VP+VERB _RARE_
70 UNARYRULE WHADVP+ADV How
11 UNARYRULE VERB invented
149 UNARYRULE ADV How
11 UNARYRULE NOUN capital
2702 UNARYRULE NOUN _RARE_
2 UNARYRULE NOUN earth
9 UNARYRULE ADJ real
9 UNARYRULE NP+NOUN people
3 UNARYRULE NOUN Earth
6 UNARYRULE WHNP+PRON who
7 UNARYRULE DET which
7 UNARYRULE VERB died
3 UNARYRULE NOUN animals
9 UNARYRULE ADJ national
6 UNARYRULE NOUN flight
17 UNARYRULE PP+ADP of
5 UNARYRULE VERB said
16 UNARYRULE NOUN United
7 UNARYRULE NOUN date
1 UNARYRULE NOUN Texas
5 UNARYRULE NP+NOUN president
2 UNARYRULE NP+NOUN London
247 UNARYRULE VERB was
1 UNARYRULE ADVP+ADV after
14 UNARYRULE NOUN color
7 UNARYRULE ADJ average
5 UNARYRULE NOUN water
1 UNARYRULE NOUN Spanish
14 UNARYRULE VERB used
9 UNARYRULE NOUN John
4 UNARYRULE NOUN play
5 UNARYRULE DET some
1 UNARYRULE VP+VERB make
60 UNARYRULE CONJ and
9 UNARYRULE NOUN number
8 UNARYRULE NOUN character
1 UNARYRULE PRON it
6 UNARYRULE NOUN school
3 UNARYRULE VP+VERB open
5 UNARYRULE VERB located
1 UNARYRULE ADJ mountain
4 UNARYRULE VP+VERB work
5 UNARYRULE NOUN eye
1 UNARYRULE NOUN Liberty
11 UNARYRULE NOUN River
7 UNARYRULE NOUN abbreviation
7 UNARYRULE NOUN home
5 UNARYRULE NOUN party
3 UNARYRULE VERB buried
12 UNARYRULE NOUN War
1 UNARYRULE VERB open
5 UNARYRULE NOUN star
6 UNARYRULE NOUN currency
30 UNARYRULE DET an
1 UNARYRULE WHNP+PRON _RARE_
4 UNARYRULE PP+ADP with
5 UNARYRULE NOUN team
47 UNARYRULE NP+PRON you
3 UNARYRULE NOUN Australia
5 UNARYRULE NOUN birthstone
7 UNARYRULE VP+VERB have
1 UNARYRULE VP+VERB find
3 UNARYRULE ADJ long
5 UNARYRULE . :
3 UNARYRULE WHNP+DET Which
1 UNARYRULE PRT+PRT for
6 UNARYRULE ADP after
2 UNARYRULE VP+VERB become
5 UNARYRULE PP+ADP into
2 UNARYRULE NP+NOUN office
2 UNARYRULE VP+VERB use
3 UNARYRULE VP+VERB died
5 UNARYRULE NOUN college
15 UNARYRULE NOUN game
5 UNARYRULE ADJ black
667 UNARYRULE VERB is
5 UNARYRULE ADJ tallest
7 UNARYRULE VP+VERB mean
3 UNARYRULE NP+NOUN baseball
5 UNARYRULE NOUN percentage
15 UNARYRULE PRON his
32 UNARYRULE NOUN world
1 UNARYRULE VP+VERB did
11 UNARYRULE NOUN origin
1 UNARYRULE NP+NOUN battle
1 UNARYRULE NP+VERB _RARE_
13 UNARYRULE PRT <
1 UNARYRULE ADJ capital
1 UNARYRULE ADJP+ADJ open
8 UNARYRULE NOUN woman
11 UNARYRULE NOUN sun
12 UNARYRULE ADV far
1 UNARYRULE NP+DET that
28 UNARYRULE DET Which
35 UNARYRULE VERB can
15 UNARYRULE NP+PRON it
11 UNARYRULE VERB makes
1695 UNARYRULE . ?
31 UNARYRULE VERB <s
1 UNARYRULE PP+NOUN _RARE_
50 UNARYRULE NOUN city
4 UNARYRULE VP+VERB made
15 UNARYRULE ADP with
5 UNARYRULE NOUN World
108 UNARYRULE WHADVP+ADV When
151 UNARYRULE WHNP+PRON Who
1 UNARYRULE VP+VERB used
5 UNARYRULE NOUN leader
10 UNARYRULE NOUN nickname
20 UNARYRULE ADP by
5 UNARYRULE VERB killed
1 UNARYRULE VP+VERB start
7 UNARYRULE NOUN dog
5 UNARYRULE NOUN Lincoln
110 UNARYRULE PRT to
12 UNARYRULE VERB come
5 UNARYRULE NP+NOUN Mars
29 UNARYRULE NOUN state
1 UNARYRULE VERB name
6 UNARYRULE NOUN governor
6 UNARYRULE NOUN Tower
2 UNARYRULE WHADVP+ADV _RARE_
4 UNARYRULE NP+NOUN earth
3 UNARYRULE NOUN musical
6 UNARYRULE NP+PRON they
4 UNARYRULE NP+NOUN Spanish
4 UNARYRULE NOUN mountain
5 UNARYRULE ADJ fastest
1 UNARYRULE NP+NOUN company
1 UNARYRULE NP+NOUN state
22 UNARYRULE ADJ American
2 UNARYRULE VP+VERB run
2 UNARYRULE NP+NOUN rain
9 UNARYRULE ADV much
1 UNARYRULE NP+NOUN Johnson
6 UNARYRULE PP+PRT to
10 UNARYRULE NOUN University
4 UNARYRULE ADJ North
1 UNARYRULE NOUN light
2 UNARYRULE NP+NUM one
7 UNARYRULE NOUN State
6 UNARYRULE VERB use
1 UNARYRULE NP+NOUN dog
6 UNARYRULE NOUN West
2 UNARYRULE VERB cost
69 UNARYRULE ADP on
14 UNARYRULE ADP at
2 UNARYRULE VERB built
76 UNARYRULE NUM _RARE_
7 UNARYRULE NOUN term
6 UNARYRULE NP+NOUN Alaska
4 UNARYRULE NP+NOUN home
7 UNARYRULE PRON your
6 UNARYRULE NOUN North
2 UNARYRULE ADV only
10 UNARYRULE ADJ fast
7 UNARYRULE PRT+PRT up
78 UNARYRULE VERB do
22 UNARYRULE . .
4 UNARYRULE NP+NOUN Canada
4 UNARYRULE NOUN Africa
7 UNARYRULE PRON _RARE_
8 UNARYRULE NOUN King
2 UNARYRULE NP+DET some
2 UNARYRULE PP+ADP at
1 UNARYRULE NOUN cost
16 UNARYRULE VP+NOUN mean
35 UNARYRULE DET The
1 UNARYRULE NOUN England
4 UNARYRULE NP+NOUN light
21 UNARYRULE NP+DET there
8 UNARYRULE NOUN day
43 UNARYRULE NOUN U.S.
15 UNARYRULE NOUN States
10 UNARYRULE VERB play
5 UNARYRULE PRON her
4 UNARYRULE NP+NOUN France
19 UNARYRULE VERB find
17 UNARYRULE WHADVP+ADV Why
1 UNARYRULE VERB begin
3 UNARYRULE VP+VERB live
4 UNARYRULE VP+VERB begin
2 UNARYRULE NOUN top
7 UNARYRULE NOUN actor
5 UNARYRULE PRON What
272 UNARYRULE ADP in
2 UNARYRULE NP+NOUN Africa
41 UNARYRULE NOUN country
4 UNARYRULE PP+ADP on
5 UNARYRULE ADV long
5 UNARYRULE NP+PRON he
21 UNARYRULE ADV most
4 UNARYRULE NP+NOUN England
7 UNARYRULE PRT+PRT _RARE_
1 UNARYRULE VERB work
2 UNARYRULE NP+NOUN animals
13 UNARYRULE DET what
10 UNARYRULE ADJ old
3 UNARYRULE NOUN form
89 UNARYRULE NOUN name
1 UNARYRULE NP+NOUN Mississippi
2 UNARYRULE WHNP+DET which
5 UNARYRULE VERB had
8 UNARYRULE NOUN US
3 UNARYRULE NOUN place
8 UNARYRULE ADJ tall
18 UNARYRULE VP+VERB called
38 UNARYRULE ADP from
8 UNARYRULE NOUN book
40 UNARYRULE PP+ADP in
14 UNARYRULE PRON its
1 UNARYRULE PRT+PRT on
1 UNARYRULE PRT+PRT place
4 UNARYRULE ADJ French
7 UNARYRULE VP+VERB built
6 UNARYRULE NUM four
17 UNARYRULE X _RARE_
5 UNARYRULE NOUN address
1 UNARYRULE WHNP+PRON Which
9 UNARYRULE NP+NOUN water
24 UNARYRULE PP+ADP for
6 UNARYRULE NOUN bird
5 UNARYRULE NOUN show
8 UNARYRULE NOUN car
1 UNARYRULE VP+VERB get
1 UNARYRULE NOUN start
13 UNARYRULE NOUN New
8 UNARYRULE VP+VERB invented
5 UNARYRULE NOUN life
1 UNARYRULE NOUN Spain
8 UNARYRULE NP+PRON _RARE_
6 UNARYRULE NOUN money
3 UNARYRULE PP+ADP by
1 UNARYRULE ADV Why
10 UNARYRULE VERB say
8 UNARYRULE NOUN movie
108 UNARYRULE VERB does
6 UNARYRULE NOUN system
4 UNARYRULE NP+NOUN Spain
7 UNARYRULE ADJ oldest
13 UNARYRULE PP+ADP from
6 UNARYRULE VERB live
5 UNARYRULE NOUN Vietnam
7 UNARYRULE NOUN river
1 UNARYRULE PP+PP+ADP in
1 UNARYRULE NOUN use
4 UNARYRULE NP+NOUN power
10 UNARYRULE VERB take
390 UNARYRULE DET What
13 UNARYRULE NOUN people
2 UNARYRULE NP+NOUN French
6 UNARYRULE VERB founded
5 UNARYRULE ADVP+ADV first
4 UNARYRULE VERB start
5 UNARYRULE VERB given
7 UNARYRULE NOUN York
3 UNARYRULE NOUN Great
2 UNARYRULE VP+VERB play
47 UNARYRULE NP+NUM _RARE_
3 UNARYRULE NOUN Canada
4 UNARYRULE NP+NOUN Liberty
14 UNARYRULE VERB called
4 UNARYRULE VERB write
1084 UNARYRULE DET the
17 UNARYRULE DET _RARE_
18 UNARYRULE VERB made
39 UNARYRULE ADP _RARE_
6 UNARYRULE NOUN George
8 UNARYRULE ADJ famous
106 UNARYRULE VP+VERB _RARE_
